2023-2024 Season Weekly Team Prediction
---------------------Week 2--------------------------
FWD
name,total_points,Predicted Total Points
Bukayo Saka,7,4.201071639844025
Kai Havertz,14,4.161941221603897
DEF
name,total_points,Predicted Total Points
Sven Botman,6,3.3028928265370467
Rayan Aït-Nouri,0,3.300873702177879
Dan Burn,8,3.17508677646634
Victor Lindelöf,1,3.0533059317602698
Tino Livramento,7,3.035462681925918
GK
name,total_points,Predicted Total Points
David Raya Martin,6,4.3564756049221725
Jordan Pickford,0,4.022511929464233
---------------------Week 28--------------------------
FWD
name,total_points,Predicted Total Points
Ollie Watkins,2,6.341905103497657
Rodrigo Muniz Carvalho,2,5.245508484546662
Darwin Núñez Ribeiro,5,4.927614102124561
MID
name,total_points,Predicted Total Points
Phil Foden,2,7.08719216513334
Kai Havertz,7,5.745326570258729
Wilson Odobert,2,5.183006268649334
Jacob Ramsey,0,5.139805874959018
Alexis Mac Allister,10,5.104611155609479
DEF
name,total_points,Predicted Total Points
Andrew Robertson,1,4.1772349506085735
Joe Gomez,2,4.037512878488423
Clément Lenglet,0,3.9862464051716455
Malo Gusto,1,3.9631165289026438
Pervis Estupiñán,6,3.7471941391941375
GK
name,total_points,Predicted Total Points
José Malheiro de Sá,3,4.294566538852627
Emiliano Martínez Romero,0,3.9516167664521746
---------------------Week 29--------------------------
FWD
name,total_points,Predicted Total Points
Chiedozie Ogbene,2,4.336839603999751
Ollie Watkins,2,4.163699635074937
David Datro Fofana,8,4.091910777117533
MID
name,total_points,Predicted Total Points
James Maddison,2,4.976891375119413
Alex Iwobi,3,4.733465326619762
Harry Wilson,1,4.623257277459206
Son Heung-min,2,3.7097327040045274
Leon Bailey,2,3.6466979596653157
DEF
name,total_points,Predicted Total Points
Pedro Porro,1,4.29458492434924
Daiki Hashioka,0,4.2743950526108465
Gabriel Osho,0,4.213824011536868
Cristian Romero,1,3.8259214672271384
Timothy Castagne,10,3.8215105701974905
GK
name,total_points,Predicted Total Points
Matz Sels,2,3.8458052562107876
Emiliano Martínez Romero,5,3.490093246124518
---------------------Week 30--------------------------
FWD
name,total_points,Predicted Total Points
Ollie Watkins,1,5.558466912164756
